,material_id,cif,energy_per_atom
444,C-9646-232-63,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48462000
_cell_length_b   4.67780000
_cell_length_c   4.08675000
_cell_angle_alpha   96.68474000
_cell_angle_beta   89.99540000
_cell_angle_gamma   105.44199000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.44884141
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.95462696  0.31320961  0.17978933  1
  C  C1  1  0.89581376  1.19685370  0.82426397  1
  C  C2  1  0.72443822  0.85602522  0.89253576  1
  C  C3  1  0.11351364  0.62768258  0.36149619  1
  C  C4  1  0.38194913  0.16900744  0.29862719  1
  C  C5  1  0.44016504  0.28321786  0.65454386  1
  C  C6  1  0.61224341  0.62491724  0.58620233  1
  C  C7  1  0.22371475  0.85445124  0.11907298  1
",-154.36781375
1738,C-152587-3980-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.27774000
_cell_length_b   3.27937000
_cell_length_c   5.56821000
_cell_angle_alpha   89.67002000
_cell_angle_beta   89.66048000
_cell_angle_gamma   81.14487000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   59.13711060
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.93800840  0.75941582  0.68796444  1
  C  C1  1  0.90931639  0.72894424  0.21946963  1
  C  C2  1  0.66445872  0.48615636  0.83076775  1
  C  C3  1  0.29790836  0.39882771  0.68770205  1
  C  C4  1  0.44764700  1.22197514  0.45406986  1
  C  C5  1  0.18034814  0.00297649  0.07709044  1
  C  C6  1  0.02626404  0.12584504  0.83082615  1
  C  C7  1  0.27118054  0.36846050  0.21941047  1
  C  C8  1  0.76436451  -0.09419608  0.45407461  1
  C  C9  1  0.54148449  0.64255767  0.07671688  1
",-154.260373
4238,C-177280-5724-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45885000
_cell_length_b   5.77600000
_cell_length_c   7.55007000
_cell_angle_alpha   60.07500000
_cell_angle_beta   81.91673000
_cell_angle_gamma   87.22127000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   91.98005120
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.44593431  -0.06552987  0.62838081  1
  C  C1  1  0.51669965  0.36873193  0.44617516  1
  C  C2  1  0.54323841  0.15769989  0.39283401  1
  C  C3  1  0.96768910  0.33046886  0.57156947  1
  C  C4  1  0.58268692  0.64148874  0.27881649  1
  C  C5  1  0.09432735  0.20876244  0.26139802  1
  C  C6  1  0.21769733  0.50038475  0.06541702  1
  C  C7  1  0.60029778  0.13218188  1.01008179  1
  C  C8  1  0.97883563  0.60353715  0.56822326  1
  C  C9  1  0.42645954  0.43559895  0.89669660  1
  C  C10  1  0.69604330  0.65827879  0.07320797  1
  C  C11  1  0.07918236  0.04973163  0.15944855  1
  C  C12  1  0.45110910  0.64366400  0.67052503  1
  C  C13  1  0.90108029  1.02292128  0.70874032  1
  C  C14  1  0.73155361  -0.05258326  0.92293674  1
  C  C15  1  1.05017684  0.75963124  0.31764407  1
",-154.08288375
2200,C-90811-1769-2,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.30757000
_cell_length_b   4.27802000
_cell_length_c   7.10948000
_cell_angle_alpha   54.14623000
_cell_angle_beta   61.20890000
_cell_angle_gamma   73.85797000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   71.45564493
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.76836260  0.32650931  0.52105961  1
  C  C1  1  0.69427666  0.32817608  0.96301022  1
  C  C2  1  0.39364501  0.65748760  0.50406494  1
  C  C3  1  0.21226527  0.52421657  0.39712409  1
  C  C4  1  0.35003242  0.64869281  0.88389397  1
  C  C5  1  0.71384918  0.06513526  0.25053723  1
  C  C6  1  0.63871244  0.99057134  -0.03136608  1
  C  C7  1  0.68278040  0.34205455  0.31954986  1
  C  C8  1  0.96152582  0.69398905  0.08517071  1
  C  C9  1  0.14968907  0.85317081  0.16713376  1
  C  C10  1  0.71012379  -0.04716476  0.75457819  1
  C  C11  1  0.10341006  0.64753468  0.75056548  1
",-154.1165075
2014,C-13893-8599-30,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.62367000
_cell_length_b   2.83337000
_cell_length_c   4.81797000
_cell_angle_alpha   84.90278000
_cell_angle_beta   112.08675000
_cell_angle_gamma   97.55562000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   45.39714243
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.70616898  0.16271035  0.39466336  1
  C  C1  1  0.32514674  0.16218454  0.39470465  1
  C  C2  1  0.76537134  1.16218870  0.89438885  1
  C  C3  1  0.36032797  0.16254647  0.70300539  1
  C  C4  1  0.97897948  0.16166016  0.70290230  1
  C  C5  1  0.92007899  0.16231678  0.20338975  1
",-154.146651166667
7031,C-150699-6622-10,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45637000
_cell_length_b   7.11258000
_cell_length_c   7.73614000
_cell_angle_alpha   65.77301000
_cell_angle_beta   99.27453000
_cell_angle_gamma   83.55453000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   119.23043491
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.48984471  0.87320682  0.17912403  1
  C  C1  1  0.55882100  0.07263489  0.77523825  1
  C  C2  1  0.82287151  0.52410716  0.75593073  1
  C  C3  1  0.12073010  0.75075423  0.48964153  1
  C  C4  1  0.12563501  0.54038548  0.28400342  1
  C  C5  1  -0.18700716  0.42013774  0.61135209  1
  C  C6  1  -0.02338188  0.18035763  0.70370825  1
  C  C7  1  0.44758535  0.49597892  0.03229380  1
  C  C8  1  0.94682902  0.19428423  0.04268702  1
  C  C9  1  0.92779650  0.41537869  -0.02673281  1
  C  C10  1  0.29686767  0.72965486  0.87812922  1
  C  C11  1  0.82315121  0.19914490  0.35637287  1
  C  C12  1  0.98373590  0.77550955  0.13816195  1
  C  C13  1  0.25400370  0.66397489  0.70770074  1
  C  C14  1  0.52689300  0.86971291  0.38869915  1
  C  C15  1  0.63990524  0.43838230  0.24819064  1
  C  C16  1  0.77677902  0.83406036  0.90932699  1
  C  C17  1  0.47113314  0.09541526  0.05755662  1
  C  C18  1  0.37766227  0.09423172  0.36929901  1
  C  C19  1  0.21210718  0.52618596  0.48945979  1
",-154.181727
4402,C-34643-7107-42,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48756000
_cell_length_b   4.76294000
_cell_length_c   5.31212000
_cell_angle_alpha   63.09856000
_cell_angle_beta   62.09592000
_cell_angle_gamma   58.48080000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.57538367
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.86032976  -0.10136013  0.59929310  1
  C  C1  1  0.51629821  0.44015494  0.90205340  1
  C  C2  1  0.74711252  0.24708958  0.36388090  1
  C  C3  1  1.10325591  0.23886087  1.01654210  1
  C  C4  1  0.01696657  0.47239344  0.36887149  1
  C  C5  1  0.09237056  0.70510349  0.06097827  1
  C  C6  1  0.50547192  0.90624578  0.94663655  1
  C  C7  1  0.59070555  0.67357934  0.59410679  1
",-154.36224625
6351,C-157691-3994-32,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45424000
_cell_length_b   4.47124000
_cell_length_c   7.05104000
_cell_angle_alpha   87.39195000
_cell_angle_beta   80.93604000
_cell_angle_gamma   75.78664000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   74.06750542
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.98337186  0.30948339  0.86559936  1
  C  C1  1  0.54520565  0.28910700  0.74916087  1
  C  C2  1  0.78826528  0.63897064  0.93636024  1
  C  C3  1  0.02985796  0.57714793  0.51222940  1
  C  C4  1  0.55121638  0.45463759  0.58289186  1
  C  C5  1  0.20983682  0.77643265  0.96872984  1
  C  C6  1  0.44709577  0.95662542  0.32636070  1
  C  C7  1  0.96699805  0.83586494  0.39872921  1
  C  C8  1  1.01320774  0.10413621  0.04341055  1
  C  C9  1  0.45309878  0.12129833  0.15968408  1
",-154.107372
3171,C-80191-3962-6,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.44032000
_cell_length_b   4.83720000
_cell_length_c   4.25193000
_cell_angle_alpha   90.05547000
_cell_angle_beta   90.06837000
_cell_angle_gamma   134.86614000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   50.15041622
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.99646392  0.80029302  0.61522201  1
  C  C1  1  0.68414113  0.86684694  0.78293426  1
  C  C2  1  -0.16633952  0.95413058  0.11867380  1
  C  C3  1  0.83320334  0.20450250  0.28000536  1
  C  C4  1  0.84931633  0.46181516  0.11846688  1
  C  C5  1  0.68382356  0.14378619  0.61510296  1
  C  C6  1  0.84873615  0.71214668  0.27952403  1
  C  C7  1  -0.00258241  0.52348963  0.78307628  1
",-154.12251
5933,C-189709-289-43,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44094000
_cell_length_b   2.54908000
_cell_length_c   7.71005000
_cell_angle_alpha   118.02238000
_cell_angle_beta   73.25978000
_cell_angle_gamma   87.14599000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   39.56994625
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.46895612  0.48696892  0.43582247  1
  C  C1  1  0.64291336  0.98901340  0.76531276  1
  C  C2  1  0.03760815  0.15316610  0.87332408  1
  C  C3  1  0.69995354  0.14577241  0.20646152  1
  C  C4  1  0.86380891  0.65141468  0.54371293  1
  C  C5  1  0.80615201  0.49403829  0.10283453  1
",-154.074972833333
1489,C-170898-6159-52,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.09071000
_cell_length_b   4.85615000
_cell_length_c   4.74049000
_cell_angle_alpha   105.47607000
_cell_angle_beta   106.75225000
_cell_angle_gamma   112.10975000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.19312283
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.14185240  0.04670105  0.53428915  1
  C  C1  1  0.35957016  0.04693683  0.03419769  1
  C  C2  1  0.85815848  0.54671177  0.53427968  1
  C  C3  1  0.69061045  0.71303501  0.36821486  1
  C  C4  1  0.69057748  0.21303335  0.36821016  1
  C  C5  1  0.18871065  0.21270336  0.86837308  1
  C  C6  1  1.18872852  0.71271656  0.86836610  1
  C  C7  1  0.35960426  0.54694098  0.03420238  1
",-154.4464475
1859,C-57133-9728-38,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43888000
_cell_length_b   4.83125000
_cell_length_c   8.76224000
_cell_angle_alpha   85.06958000
_cell_angle_beta   82.04823000
_cell_angle_gamma   59.65622000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   88.22834631
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.25526279  1.14083367  0.82157704  1
  C  C1  1  0.75641407  0.40307734  0.26912118  1
  C  C2  1  0.11866163  0.05596869  0.23827161  1
  C  C3  1  0.22197347  0.03871064  0.06666345  1
  C  C4  1  1.07276512  0.32798992  0.79054418  1
  C  C5  1  0.74099113  0.05834882  0.99054746  1
  C  C6  1  1.09620163  0.55779118  0.27968758  1
  C  C7  1  0.62892658  0.92716656  0.48035303  1
  C  C8  1  1.11013948  0.90868741  0.55669055  1
  C  C9  1  0.78013649  0.63929734  0.75731706  1
  C  C10  1  0.10901837  0.82650582  0.72577065  1
  C  C11  1  0.73398714  -0.09431789  0.30856331  1
",-154.251485
926,C-73671-1897-10,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45636000
_cell_length_b   3.66196000
_cell_length_c   6.47468000
_cell_angle_alpha   73.11503000
_cell_angle_beta   79.03665000
_cell_angle_gamma   70.43840000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   52.23332657
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.83461924  0.90577635  -0.01474468  1
  C  C1  1  0.61032692  0.30400847  0.03630871  1
  C  C2  1  0.45806390  0.74518368  0.89826572  1
  C  C3  1  0.82677267  0.67303214  0.23278233  1
  C  C4  1  0.10481838  0.79470358  0.55585256  1
  C  C5  1  0.55508205  0.78609240  0.66205366  1
  C  C6  1  0.20354942  0.83344043  0.31984141  1
  C  C7  1  1.05198592  0.27408835  0.18167719  1
",-154.2862025
6814,C-172967-546-37,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47969000
_cell_length_b   3.68914000
_cell_length_c   4.89598000
_cell_angle_alpha   92.80397000
_cell_angle_beta   120.46398000
_cell_angle_gamma   109.61830000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.01432297
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.73662602  0.32251552  0.85632738  1
  C  C1  1  0.99471830  0.28474789  0.63430001  1
  C  C2  1  0.56641809  0.83957274  0.42800438  1
  C  C3  1  0.11967465  0.68287291  0.55928178  1
  C  C4  1  0.16536285  0.76751166  0.06281027  1
  C  C5  1  0.61287749  0.92472978  0.93183518  1
",-154.316439833333
4548,C-13919-5282-28,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.49377000
_cell_length_b   5.58591000
_cell_length_c   5.58147000
_cell_angle_alpha   60.34651000
_cell_angle_beta   63.49445000
_cell_angle_gamma   63.50848000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.87307638
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.88681050  0.01223200  0.05510903  1
  C  C1  1  0.25452553  0.68570143  0.51415150  1
  C  C2  1  0.25651791  0.82798459  0.86977831  1
  C  C3  1  0.40194766  0.36808138  0.68369905  1
  C  C4  1  0.25760755  0.55520975  0.14169892  1
  C  C5  1  0.25402323  0.19900709  0.00139303  1
  C  C6  1  0.74026515  0.19961667  0.51419256  1
  C  C7  1  -0.11078643  0.88166148  0.68296628  1
  C  C8  1  0.88770985  0.73941047  0.32705189  1
  C  C9  1  0.88940615  0.36817614  0.19655083  1
",-154.243904
4385,C-136210-9760-32,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.07389000
_cell_length_b   2.43105000
_cell_length_c   6.40838000
_cell_angle_alpha   79.30188000
_cell_angle_beta   80.45686000
_cell_angle_gamma   108.55747000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.29010291
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.16863927  0.66547679  0.50223671  1
  C  C1  1  0.16939561  0.44263645  0.94701713  1
  C  C2  1  0.16933850  -0.22345101  0.28023265  1
  C  C3  1  0.16744297  0.33179648  0.16922808  1
  C  C4  1  0.17101144  0.11038980  0.61308802  1
  C  C5  1  0.16923160  0.99899359  0.83522682  1
",-154.447860666667
805,C-176683-1873-9,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48734000
_cell_length_b   3.51754000
_cell_length_c   4.30524000
_cell_angle_alpha   114.10426000
_cell_angle_beta   106.79830000
_cell_angle_gamma   89.98361000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.61604775
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.07671540  0.82020307  0.19332701  1
  C  C1  1  0.74338207  0.48686973  0.52666035  1
  C  C2  1  0.57658090  0.07051093  0.19337829  1
  C  C3  1  0.41004873  0.15353640  0.85999368  1
  C  C4  1  0.24324757  0.73717760  0.52671162  1
  C  C5  1  0.90991423  0.40384427  0.86004495  1
",-154.545667666667
1982,C-152601-7805-20,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45505000
_cell_length_b   2.53411000
_cell_length_c   6.38348000
_cell_angle_alpha   97.05970000
_cell_angle_beta   90.78107000
_cell_angle_gamma   88.28707000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   39.39328686
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.36446561  1.03409683  0.12760147  1
  C  C1  1  0.36570936  -0.06234221  0.89620103  1
  C  C2  1  0.36863213  0.40657291  0.79251216  1
  C  C3  1  0.36933715  0.30577967  0.56120362  1
  C  C4  1  -0.13234791  0.23821182  0.45477946  1
  C  C5  1  0.86615846  0.09951657  0.23399126  1
",-154.077789166667
369,C-80195-4794-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47344000
_cell_length_b   4.11774000
_cell_length_c   4.28084000
_cell_angle_alpha   90.01627000
_cell_angle_beta   90.02133000
_cell_angle_gamma   90.05664000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.60025579
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.78861970  0.64153700  0.11680318  1
  C  C1  1  0.78869486  0.14153262  0.78348895  1
  C  C2  1  -0.21149572  1.01652950  0.11678109  1
  C  C3  1  0.78857943  0.51652512  -0.21653314  1
  C  C4  1  0.28861970  0.64153700  0.61680318  1
  C  C5  1  0.28857943  0.51652512  0.28346686  1
  C  C6  1  0.28850428  0.01652950  0.61678109  1
  C  C7  1  0.28869486  0.14153262  0.28348895  1
",-154.52300125
3191,C-72716-3406-31,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48133000
_cell_length_b   3.68850000
_cell_length_c   4.21732000
_cell_angle_alpha   104.90405000
_cell_angle_beta   89.96525000
_cell_angle_gamma   109.64933000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.97120631
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.71839105  0.57530885  0.24427637  1
  C  C1  1  0.04033326  0.21724068  0.54209921  1
  C  C2  1  -0.08174741  0.97271668  0.16857136  1
  C  C3  1  0.46210214  1.06091403  0.67309726  1
  C  C4  1  0.49669169  1.12996781  1.03796824  1
  C  C5  1  0.23808028  0.61511536  0.46669847  1
",-154.3085715
4539,C-102875-8418-52,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43219000
_cell_length_b   4.22553000
_cell_length_c   4.81571000
_cell_angle_alpha   97.71599000
_cell_angle_beta   75.39092000
_cell_angle_gamma   106.68976000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.77263880
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.79895491  0.90900698  0.10714926  1
  C  C1  1  0.19566270  0.44686533  0.85440808  1
  C  C2  1  -0.21671748  0.13591805  0.36641238  1
  C  C3  1  1.02644020  0.08220275  0.82565352  1
  C  C4  1  0.56321141  -0.02499490  0.64259363  1
  C  C5  1  0.17914129  0.67362103  0.11356668  1
  C  C6  1  0.41264021  0.60781808  0.57880490  1
  C  C7  1  0.95147807  0.50071379  0.39525774  1
",-154.225675
4767,C-13911-8164-43,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48163000
_cell_length_b   3.68952000
_cell_length_c   4.84298000
_cell_angle_alpha   122.57435000
_cell_angle_beta   75.10760000
_cell_angle_gamma   109.67241000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.02534144
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.17749822  0.67768236  -0.06795249  1
  C  C1  1  -0.14391188  0.33321121  0.22918960  1
  C  C2  1  1.05264069  0.80647574  0.30512172  1
  C  C3  1  0.59927702  0.38999606  0.80106604  1
  C  C4  1  0.63101425  1.09394375  0.43592612  1
  C  C5  1  0.37559120  0.15067849  0.00764902  1
",-154.3136125
